id_utilisateur,age,sexe,langue,anciennete_mois,nb_interventions_totales,taux_annulation,type_abonnement,depense_totale_estimee,score_satisfaction,target_service,est_abonne
6394,64,H,fr,3,3,0.27,Basic,76.3,4.6,Sport Senior,1
6395,63,H,fr,12,4,0.28,Basic,120.99,3.1,Sport Senior,1
6396,72,H,fr,15,8,0.32,Premium,513.68,4.8,Informatique,1
6397,68,F,fr,15,3,0.11,None,49.64,3.7,Yoga,0
6398,61,H,fr,12,3,0.03,Standard,161.37,4.3,Informatique,1
6399,72,F,fr,7,5,0.17,Basic,93.71,4.5,Yoga,1
6400,60,H,it,8,2,0.12,None,47.48,4.8,Sport Senior,0
6401,69,F,fr,1,4,0.22,Standard,211.33,5.0,Informatique,1
6402,63,H,fr,4,1,0.07,Basic,141.7,4.8,Club Voyage,1
6403,66,F,fr,14,1,0.09,Basic,141.02,4.4,Club Voyage,1
6404,70,H,fr,11,9,0.32,Premium,637.29,3.7,Informatique,1
6405,70,F,fr,17,7,0.27,Standard,274.32,4.3,Informatique,1
6406,74,F,fr,2,4,0.39,Standard,199.29,3.1,Informatique,1
6407,67,F,fr,13,2,0.36,Basic,71.78,2.4,Yoga,1
6408,69,H,de,1,4,0.38,Basic,113.67,4.6,Sport Senior,1
6409,65,F,fr,3,4,0.1,Basic,105.77,4.5,Sport Senior,1
6410,68,F,it,73,3,0.03,Basic,72.5,5.0,Sport Senior,1
6411,70,F,fr,19,6,0.31,Basic,89.69,5.0,Sport Senior,1
6412,67,H,fr,11,3,0.02,Basic,115.53,5.0,Sport Senior,1
6413,60,F,fr,9,8,0.58,Standard,179.24,3.6,Sport Senior,1
6414,69,H,fr,21,3,0.12,Premium,433.81,5.0,Club Voyage,1
6415,69,H,fr,6,1,0.17,Standard,167.54,4.7,Club Voyage,1
6416,64,H,fr,2,6,0.09,Standard,356.56,4.9,Informatique,1
6417,61,F,fr,20,3,0.15,Basic,85.15,3.8,Sport Senior,1
6418,75,F,fr,8,3,0.35,Basic,118.85,3.9,Yoga,1
6419,70,F,fr,28,2,0.08,Premium,428.15,4.9,Club Voyage,1
6420,66,H,fr,8,6,0.4,Basic,148.07,3.5,Sport Senior,1
6421,62,F,fr,10,3,0.02,Basic,64.22,5.0,Sport Senior,1
6422,63,F,fr,17,3,0.26,Standard,365.56,5.0,Club Voyage,1
6423,74,F,fr,3,3,0.49,Basic,147.5,3.2,Jardinage,1
6424,68,H,fr,2,5,0.08,Basic,97.36,3.4,Sport Senior,1
6425,65,H,fr,4,3,0.3,Basic,66.17,4.7,Sport Senior,1
6426,70,H,es,26,6,0.1,Standard,276.67,4.9,Informatique,1
6427,63,H,es,24,2,0.53,Standard,232.74,3.5,Club Voyage,1
6428,75,F,fr,2,7,0.15,Basic,139.9,4.5,Yoga,1
6429,74,H,fr,44,5,0.26,Standard,209.51,3.9,Jardinage,1
6430,65,H,fr,4,4,0.27,Basic,98.86,3.8,Sport Senior,1
6431,64,F,fr,20,1,0.19,Basic,133.06,4.8,Club Voyage,1
6432,60,F,fr,17,6,0.32,Basic,100.09,4.1,Yoga,1
6433,60,H,fr,23,1,0.1,Standard,236.06,4.0,Club Voyage,1
6434,61,F,en,27,2,0.12,Premium,489.44,5.0,Club Voyage,1
6435,68,F,fr,3,3,0.13,Basic,88.16,4.2,Yoga,1
6436,66,H,fr,11,5,0.33,Standard,164.77,3.6,Aide à domicile,1
6437,61,H,it,2,3,0.19,Premium,911.61,4.8,Club Voyage,1
6438,66,H,fr,2,4,0.06,Standard,222.7,4.2,Informatique,1
6439,70,F,fr,14,3,0.26,Premium,696.05,4.5,Club Voyage,1
6440,70,F,fr,11,2,0.28,Basic,103.09,4.5,Yoga,1
6441,60,F,it,14,2,0.19,Standard,204.62,4.8,Club Voyage,1
6442,67,F,fr,1,1,0.01,Basic,53.24,5.0,Yoga,1
6443,61,F,fr,2,1,0.13,Standard,192.05,3.8,Club Voyage,1
6444,72,F,fr,2,1,0.41,Basic,51.02,2.9,Aide à domicile,1
6445,71,F,fr,3,4,0.24,Standard,163.58,4.0,Aide à domicile,1
6446,63,F,fr,9,1,0.26,None,29.39,4.4,Yoga,0
6447,64,F,fr,11,1,0.45,Standard,262.08,3.2,Club Voyage,1
6448,65,H,fr,10,4,0.31,Standard,168.25,3.7,Jardinage,1
6449,60,H,fr,6,9,0.18,Premium,529.87,5.0,Soins Infirmiers,1
6450,69,F,en,10,1,0.09,Standard,231.49,4.1,Club Voyage,1
6451,66,H,fr,7,7,0.43,Standard,150.91,4.2,Sport Senior,1
6452,72,F,de,15,5,0.24,Basic,137.83,4.1,Yoga,1
6453,62,H,fr,25,2,0.51,Standard,284.4,2.8,Club Voyage,1
6454,64,F,fr,10,6,0.15,Standard,174.03,4.4,Yoga,1
6455,60,H,de,13,6,0.21,Standard,349.06,4.5,Informatique,1
6456,62,F,fr,19,3,0.26,Premium,595.87,3.5,Club Voyage,1
6457,62,H,fr,19,4,0.15,Basic,129.94,4.8,Sport Senior,1
6458,72,H,fr,21,4,0.6,Standard,162.63,3.5,Informatique,1
6459,64,F,fr,4,3,0.05,Premium,597.12,4.8,Club Voyage,1
6460,68,F,fr,4,5,0.37,Basic,89.27,4.4,Yoga,1
6461,66,F,fr,19,11,0.11,Standard,207.16,4.9,Portage repas,1
6462,61,F,fr,17,1,0.46,Basic,132.04,3.3,Club Voyage,1
6463,67,F,de,3,7,0.26,Standard,157.14,4.5,Sport Senior,1
6464,70,F,fr,3,4,0.07,Premium,518.89,4.5,Club Voyage,1
6465,61,F,fr,2,3,0.18,Basic,72.77,4.5,Sport Senior,1
6466,72,F,fr,4,2,0.12,Basic,72.52,5.0,Yoga,1
6467,63,H,fr,15,3,0.12,Standard,395.5,5.0,Club Voyage,1
6468,65,F,fr,25,1,0.15,Standard,249.11,3.9,Club Voyage,1
6469,70,F,fr,70,3,0.36,Basic,65.91,3.4,Sport Senior,1
6470,64,H,fr,24,5,0.17,Basic,62.07,4.0,Sport Senior,1
6471,68,F,fr,49,5,0.25,Standard,177.96,3.6,Sport Senior,1
6472,66,F,fr,2,4,0.32,Basic,95.82,3.8,Yoga,1
6473,68,H,fr,6,2,0.43,Standard,362.72,3.2,Club Voyage,1
6474,60,F,fr,3,5,0.05,Basic,139.0,5.0,Sport Senior,1
6475,60,F,de,5,7,0.55,Basic,139.05,4.5,Sport Senior,1
6476,71,H,en,2,5,0.49,Standard,229.22,3.6,Jardinage,1
6477,73,H,fr,24,3,0.14,Standard,155.56,4.1,Jardinage,1
6478,63,H,fr,1,4,0.05,Basic,74.33,4.7,Sport Senior,1
6479,66,F,en,7,5,0.09,Basic,60.7,3.5,Sport Senior,1
6480,69,F,fr,2,1,0.28,None,36.84,4.0,Sport Senior,0
6481,71,H,fr,8,4,0.15,Basic,124.1,3.7,Aide à domicile,1
6482,60,H,fr,4,1,0.35,Basic,85.12,4.5,Jardinage,1
6483,63,F,fr,14,4,0.56,Basic,128.85,3.6,Sport Senior,1
6484,66,H,fr,28,7,0.07,Basic,112.35,4.5,Sport Senior,1
6485,71,H,fr,2,6,0.2,Standard,185.15,4.1,Jardinage,1
6486,80,H,fr,1,8,0.13,Premium,415.41,5.0,Jardinage,1
6487,66,F,fr,8,3,0.12,Premium,721.41,4.4,Club Voyage,1
6488,60,F,fr,1,4,0.24,Basic,131.1,4.9,Yoga,1
6489,70,F,it,2,5,0.21,Basic,114.17,3.9,Yoga,1
6490,74,H,es,14,2,0.24,Basic,100.45,2.8,Aide à domicile,1
6491,68,H,fr,18,1,0.12,Standard,162.81,4.7,Club Voyage,1
6492,63,H,fr,8,1,0.08,Standard,192.23,4.9,Club Voyage,1
6493,72,H,fr,13,4,0.14,Basic,140.32,4.3,Jardinage,1
6494,71,F,fr,30,6,0.14,Standard,164.73,3.7,Yoga,1
6495,62,F,fr,8,2,0.03,Premium,619.2,5.0,Club Voyage,1
6496,69,F,fr,55,3,0.15,Basic,50.12,4.7,Sport Senior,1
6497,72,H,fr,1,3,0.12,Basic,107.11,3.4,Aide à domicile,1
6498,73,F,it,3,5,0.3,Standard,257.33,4.5,Informatique,1
6499,67,H,fr,5,4,0.34,Standard,174.92,3.1,Informatique,1
6500,66,F,fr,13,2,0.57,Standard,285.21,3.0,Club Voyage,1
6501,74,H,fr,2,3,0.14,Basic,148.44,5.0,Informatique,1
6502,61,F,fr,12,1,0.09,Standard,178.23,4.6,Club Voyage,1
6503,70,H,fr,8,2,0.14,Basic,57.53,4.5,Sport Senior,1
6504,61,H,fr,2,10,0.17,Standard,263.46,4.5,Sport Senior,1
6505,73,F,fr,14,2,0.24,Basic,63.6,4.5,Yoga,1
6506,66,F,de,7,6,0.14,Standard,235.05,3.9,Informatique,1
6507,74,H,fr,24,3,0.08,Basic,62.52,4.4,Yoga,1
6508,70,F,fr,1,1,0.76,Standard,232.88,2.5,Club Voyage,1
6509,61,F,it,2,4,0.53,Standard,175.22,3.2,Jardinage,1
6510,75,F,fr,10,2,0.24,Basic,115.26,3.6,Informatique,1
6511,75,H,fr,28,4,0.22,Standard,197.07,5.0,Informatique,1
6512,72,H,fr,27,6,0.1,Standard,364.52,4.0,Informatique,1
6513,64,F,fr,1,5,0.08,Basic,144.6,4.2,Yoga,1
6514,66,F,fr,3,3,0.18,Basic,102.58,5.0,Sport Senior,1
6515,68,H,fr,18,3,0.13,Basic,59.94,3.8,Sport Senior,1
6516,64,F,fr,5,2,0.11,Basic,70.6,4.5,Yoga,1
6517,76,F,fr,19,7,0.18,Standard,349.11,4.6,Informatique,1
6518,68,F,fr,19,8,0.38,Basic,71.92,3.7,Sport Senior,1
6519,60,F,fr,11,3,0.1,Premium,607.8,4.9,Club Voyage,1
6520,69,F,fr,19,2,0.07,None,49.67,4.8,Sport Senior,0
6521,66,H,fr,16,2,0.16,Basic,88.36,4.6,Sport Senior,1
6522,67,H,fr,14,6,0.16,Standard,241.19,4.0,Informatique,1
6523,66,F,fr,14,1,0.1,Standard,206.74,3.4,Club Voyage,1
6524,72,F,fr,17,2,0.34,Basic,84.0,2.9,Aide à domicile,1
6525,73,F,fr,3,4,0.29,Basic,141.23,4.7,Jardinage,1
6526,69,F,fr,4,3,0.2,Basic,75.98,3.9,Sport Senior,1
6527,66,H,en,3,4,0.23,Basic,66.13,4.6,Sport Senior,1
6528,67,F,fr,2,2,0.06,Premium,474.28,4.4,Club Voyage,1
6529,68,F,fr,20,1,0.39,Basic,63.25,3.7,Informatique,1
6530,63,F,fr,44,1,0.06,None,45.55,4.2,Sport Senior,0
6531,70,F,en,1,3,0.05,Basic,65.85,4.6,Sport Senior,1
6532,70,F,fr,13,2,0.23,Basic,68.31,4.8,Sport Senior,1
6533,75,F,fr,10,6,0.08,Basic,121.46,2.7,Yoga,1
6534,74,H,fr,3,4,0.26,Basic,142.94,5.0,Aide à domicile,1
6535,64,F,fr,5,1,0.41,Basic,53.36,3.3,Yoga,1
6536,72,H,en,2,4,0.27,Standard,157.86,4.9,Jardinage,1
6537,63,F,fr,12,4,0.28,Basic,108.98,3.7,Yoga,1
6538,71,H,fr,24,4,0.18,Standard,209.75,4.5,Soins Infirmiers,1
6539,65,F,fr,19,4,0.14,Basic,121.04,4.3,Sport Senior,1
6540,62,F,fr,3,6,0.1,Basic,94.28,4.8,Sport Senior,1
6541,69,F,es,1,5,0.28,Standard,151.7,4.6,Yoga,1
6542,60,F,fr,9,2,0.3,Basic,108.48,4.6,Informatique,1
6543,60,F,fr,11,4,0.45,Basic,149.43,2.9,Informatique,1
6544,67,H,fr,3,2,0.17,Premium,424.57,4.6,Club Voyage,1
6545,68,F,fr,2,5,0.24,Standard,255.44,3.1,Informatique,1
6546,66,H,fr,26,5,0.16,Basic,64.59,4.3,Sport Senior,1
6547,60,F,fr,5,1,0.06,Basic,58.34,4.9,Yoga,1
6548,63,F,it,9,5,0.38,Standard,258.02,4.2,Informatique,1
6549,69,F,en,8,4,0.16,Premium,670.73,3.4,Club Voyage,1
6550,70,H,fr,36,1,0.05,Standard,294.01,5.0,Club Voyage,1
6551,67,H,fr,6,4,0.27,Standard,189.97,4.0,Informatique,1
6552,73,F,fr,30,8,0.46,Standard,187.26,4.6,Yoga,1
6553,69,F,fr,6,4,0.12,Basic,90.54,3.2,Aide à domicile,1
6554,64,F,fr,30,7,0.05,Standard,327.08,5.0,Informatique,1
6555,66,H,fr,1,3,0.18,Premium,409.48,4.6,Club Voyage,1
6556,60,F,de,3,4,0.12,Standard,224.52,4.5,Informatique,1
6557,67,H,fr,6,6,0.38,Basic,122.12,3.7,Sport Senior,1
6558,73,H,fr,25,3,0.15,Basic,146.71,4.7,Informatique,1
6559,71,H,fr,23,6,0.08,Standard,356.16,4.3,Informatique,1
6560,75,F,fr,5,1,0.11,Basic,62.75,5.0,Informatique,1
6561,66,H,fr,9,6,0.09,Basic,112.82,4.4,Sport Senior,1
6562,74,F,fr,10,5,0.01,Standard,205.22,5.0,Aide à domicile,1
6563,67,F,fr,50,3,0.31,Basic,59.64,3.8,Sport Senior,1
6564,75,H,fr,6,5,0.04,Basic,134.28,5.0,Aide à domicile,1
6565,67,F,fr,37,7,0.04,Standard,168.57,5.0,Yoga,1
6566,71,H,fr,9,3,0.39,Basic,131.37,4.8,Jardinage,1
6567,75,F,fr,13,8,0.22,Standard,311.4,4.0,Informatique,1
6568,67,F,fr,14,4,0.12,Basic,78.64,4.8,Sport Senior,1
6569,69,H,fr,11,4,0.15,Standard,226.95,5.0,Informatique,1
6570,74,F,fr,12,4,0.03,Standard,167.04,5.0,Aide à domicile,1
6571,67,H,es,28,2,0.48,Standard,273.82,4.6,Club Voyage,1
6572,61,H,fr,7,1,0.16,Basic,72.74,3.9,Informatique,1
6573,78,H,fr,14,5,0.2,Standard,184.02,4.3,Jardinage,1
6574,65,F,es,4,4,0.32,Basic,83.26,4.1,Sport Senior,1
6575,68,H,fr,16,2,0.37,Standard,383.24,3.6,Club Voyage,1
6576,73,F,fr,55,1,0.05,Basic,51.81,3.5,Informatique,1
6577,64,F,es,20,1,0.12,Basic,145.44,4.4,Club Voyage,1
6578,62,F,de,2,4,0.22,Basic,105.7,4.7,Yoga,1
6579,69,F,es,13,5,0.03,Standard,154.89,4.4,Yoga,1
6580,60,F,en,7,4,0.15,Standard,204.34,4.7,Informatique,1
6581,66,F,fr,7,1,0.12,Standard,220.88,4.3,Club Voyage,1
6582,69,H,fr,7,3,0.15,Premium,496.41,4.4,Club Voyage,1
6583,66,H,fr,15,4,0.28,Standard,179.61,5.0,Informatique,1
6584,60,H,fr,1,2,0.25,Premium,462.24,4.5,Club Voyage,1
6585,75,F,de,6,3,0.37,Basic,132.48,2.7,Informatique,1
6586,68,F,fr,1,1,0.24,Standard,216.75,3.0,Club Voyage,1
6587,75,F,fr,30,1,0.33,Basic,62.08,3.0,Aide à domicile,1
6588,66,H,fr,1,4,0.31,Premium,1028.38,4.3,Club Voyage,1
6589,63,H,fr,2,4,0.02,Basic,124.56,4.5,Sport Senior,1
6590,69,H,fr,6,2,0.09,None,41.24,4.5,Sport Senior,0
6591,66,H,fr,12,1,0.31,Basic,99.17,5.0,Informatique,1
6592,62,F,fr,9,1,0.08,None,31.48,5.0,Yoga,0
6593,75,F,fr,9,1,0.21,None,31.63,4.4,Aide à domicile,0
6594,64,F,fr,1,3,0.43,Basic,70.78,4.4,Sport Senior,1
6595,60,F,fr,13,4,0.11,Basic,129.51,5.0,Sport Senior,1
6596,74,H,fr,6,3,0.3,Standard,150.72,2.6,Jardinage,1
6597,65,H,fr,15,2,0.17,None,42.19,4.4,Sport Senior,0
6598,64,F,en,7,4,0.03,Basic,126.88,4.8,Yoga,1
6599,60,H,en,22,3,0.24,Basic,54.61,4.5,Sport Senior,1
6600,76,F,fr,3,9,0.25,Standard,349.4,3.6,Aide à domicile,1
6601,61,H,fr,14,4,0.12,Basic,86.38,4.2,Sport Senior,1
6602,68,H,fr,29,3,0.38,Basic,134.44,3.4,Informatique,1
6603,72,F,es,2,1,0.08,None,26.7,5.0,Yoga,0
6604,70,H,fr,35,1,0.25,Standard,251.25,4.2,Club Voyage,1
6605,67,F,fr,7,5,0.31,Basic,108.98,3.8,Sport Senior,1
6606,60,F,fr,7,2,0.24,Basic,63.17,5.0,Yoga,1
6607,63,H,fr,2,3,0.33,Basic,103.12,4.4,Sport Senior,1
6608,68,F,fr,27,8,0.05,Standard,190.3,5.0,Sport Senior,1
6609,64,H,es,13,1,0.09,Standard,274.27,5.0,Club Voyage,1
6610,69,H,en,24,5,0.23,Standard,252.27,3.7,Informatique,1
6611,71,F,fr,15,1,0.11,Basic,60.55,4.4,Yoga,1
6612,72,F,en,8,2,0.35,Basic,97.34,3.4,Informatique,1
6613,61,F,es,8,3,0.23,None,44.06,3.3,Sport Senior,0
6614,78,F,fr,23,2,0.11,Basic,110.54,4.5,Jardinage,1
6615,71,F,fr,8,3,0.1,Basic,105.61,4.0,Yoga,1
6616,67,F,fr,2,24,0.14,Premium,546.41,4.7,Portage repas,1
6617,73,H,en,6,3,0.14,Basic,106.85,3.8,Aide à domicile,1
6618,79,F,es,21,12,0.19,Standard,211.11,3.9,Portage repas,1
6619,60,F,es,1,8,0.37,Standard,244.0,3.9,Yoga,1
6620,66,H,fr,9,3,0.5,Basic,81.64,3.3,Sport Senior,1
6621,60,H,fr,5,4,0.03,Basic,71.12,5.0,Sport Senior,1
6622,68,H,fr,6,5,0.36,Standard,304.05,3.3,Informatique,1
6623,69,H,fr,4,2,0.07,Standard,321.18,4.6,Club Voyage,1
6624,67,F,de,17,1,0.17,Basic,50.18,4.1,Yoga,1
6625,64,H,en,35,4,0.14,Standard,171.03,4.2,Informatique,1
6626,60,F,fr,6,6,0.35,Basic,126.54,3.9,Sport Senior,1
6627,69,H,fr,8,2,0.14,Premium,634.32,4.3,Club Voyage,1
6628,75,F,fr,15,7,0.34,Standard,164.4,4.0,Aide à domicile,1
6629,65,F,fr,8,6,0.38,Basic,85.54,4.2,Sport Senior,1
6630,70,H,fr,10,3,0.05,Premium,627.99,5.0,Club Voyage,1
6631,60,F,fr,10,3,0.2,Premium,778.81,4.4,Club Voyage,1
6632,70,F,de,13,6,0.05,Standard,312.01,4.1,Informatique,1
6633,66,H,fr,7,2,0.1,Premium,422.26,4.9,Club Voyage,1
6634,64,F,fr,2,2,0.21,Basic,51.0,4.7,Sport Senior,1
6635,64,F,fr,6,4,0.3,Basic,100.03,3.3,Sport Senior,1
6636,66,F,fr,24,1,0.44,Standard,275.62,3.6,Club Voyage,1
6637,69,H,fr,5,6,0.36,Standard,354.55,3.8,Informatique,1
6638,61,F,de,11,2,0.19,Standard,222.31,4.6,Club Voyage,1
6639,66,H,fr,2,1,0.39,Basic,127.4,4.5,Club Voyage,1
6640,67,F,es,15,5,0.11,Basic,102.04,5.0,Yoga,1
6641,62,F,it,7,6,0.24,Standard,279.16,5.0,Informatique,1
6642,76,F,fr,3,5,0.06,Basic,144.29,4.8,Aide à domicile,1
6643,63,H,fr,19,2,0.19,Standard,371.02,4.0,Club Voyage,1
6644,64,F,fr,48,3,0.57,None,49.67,3.9,Sport Senior,0
6645,63,F,fr,5,7,0.06,Standard,389.02,4.0,Informatique,1
6646,76,F,it,2,7,0.23,Standard,152.35,4.9,Yoga,1
6647,70,H,fr,3,6,0.13,Standard,360.76,4.8,Informatique,1
6648,63,H,en,17,2,0.27,Basic,100.83,4.1,Informatique,1
6649,73,F,fr,4,5,0.08,Standard,199.76,5.0,Informatique,1
6650,69,F,fr,3,3,0.1,Premium,860.53,4.1,Club Voyage,1
6651,69,H,fr,18,6,0.23,Basic,89.52,4.5,Sport Senior,1
6652,66,H,fr,6,3,0.2,Standard,167.33,3.4,Informatique,1
6653,64,F,es,8,4,0.46,Basic,64.38,3.4,Sport Senior,1
6654,69,H,fr,41,2,0.1,Basic,136.06,3.9,Informatique,1
6655,65,H,fr,12,3,0.24,Standard,178.07,3.8,Informatique,1
6656,77,F,fr,4,7,0.57,Standard,158.64,3.7,Yoga,1
6657,61,F,fr,3,3,0.11,Basic,96.8,4.9,Yoga,1
6658,75,F,fr,9,3,0.41,Basic,87.87,4.0,Aide à domicile,1
6659,67,H,fr,19,2,0.24,None,44.18,3.5,Sport Senior,0
6660,69,H,fr,3,6,0.16,Basic,110.56,4.9,Sport Senior,1
6661,72,F,fr,9,8,0.37,Premium,425.61,4.2,Jardinage,1
6662,64,F,fr,14,1,0.11,Standard,178.54,4.6,Club Voyage,1
6663,72,H,fr,2,4,0.04,Standard,157.32,5.0,Jardinage,1
6664,60,F,fr,16,8,0.25,Standard,217.07,3.4,Yoga,1
6665,64,F,fr,23,3,0.06,Standard,215.28,4.5,Informatique,1
6666,63,F,fr,15,1,0.25,None,37.04,4.7,Yoga,0
6667,61,F,en,2,4,0.26,Basic,102.49,3.4,Sport Senior,1
6668,66,F,fr,4,4,0.27,Basic,131.54,4.3,Yoga,1
6669,69,H,fr,3,3,0.04,Basic,88.58,5.0,Sport Senior,1
6670,71,H,en,27,5,0.15,Basic,139.25,4.3,Aide à domicile,1
6671,69,H,fr,13,1,0.04,Basic,142.48,4.8,Club Voyage,1
6672,64,H,en,9,4,0.17,Basic,110.66,4.7,Sport Senior,1
6673,69,F,fr,9,3,0.72,Standard,308.27,3.0,Club Voyage,1
6674,68,F,en,18,3,0.13,Basic,144.88,4.3,Informatique,1
6675,72,F,fr,7,7,0.31,Standard,152.85,4.5,Aide à domicile,1
6676,71,F,fr,4,4,0.44,Basic,120.96,4.3,Aide à domicile,1
6677,68,H,fr,12,5,0.14,Standard,298.17,5.0,Informatique,1
6678,63,F,fr,25,8,0.23,Basic,127.29,5.0,Sport Senior,1
6679,64,F,fr,8,5,0.06,Basic,117.09,5.0,Yoga,1
6680,65,F,fr,6,3,0.07,Basic,90.67,4.8,Yoga,1
6681,66,F,fr,1,5,0.32,Standard,197.88,3.8,Informatique,1
6682,69,F,fr,59,9,0.09,Standard,342.7,4.4,Informatique,1
6683,71,F,de,6,4,0.35,Basic,130.53,3.9,Aide à domicile,1
6684,67,F,fr,25,4,0.21,Standard,251.26,4.6,Informatique,1
6685,68,F,fr,10,1,0.35,Standard,289.42,3.0,Club Voyage,1
6686,68,H,fr,1,4,0.1,Basic,105.51,5.0,Sport Senior,1
6687,65,H,fr,6,9,0.06,Standard,174.85,5.0,Sport Senior,1
6688,63,F,fr,4,1,0.21,None,23.49,4.6,Sport Senior,0
6689,60,H,fr,7,1,0.47,Basic,141.02,4.0,Club Voyage,1
6690,64,F,fr,7,4,0.21,Basic,117.5,4.1,Yoga,1
6691,70,F,fr,13,2,0.32,Standard,349.74,4.9,Club Voyage,1
6692,64,H,fr,13,4,0.08,Basic,85.75,5.0,Sport Senior,1
6693,66,H,fr,16,4,0.09,Basic,62.15,4.9,Sport Senior,1
6694,70,F,fr,26,2,0.44,None,39.0,3.2,Sport Senior,0
6695,70,H,es,10,2,0.13,Standard,287.97,4.4,Club Voyage,1
6696,62,H,fr,4,2,0.14,None,37.77,5.0,Sport Senior,0
6697,72,H,fr,31,5,0.08,Standard,214.33,3.9,Informatique,1
6698,73,F,fr,22,4,0.11,Basic,115.49,3.5,Aide à domicile,1
6699,62,H,fr,7,1,0.27,Standard,201.55,4.4,Club Voyage,1
6700,63,F,fr,7,10,0.09,Standard,216.96,4.8,Yoga,1
6701,73,F,fr,8,5,0.58,Basic,148.58,4.4,Yoga,1
6702,67,H,fr,7,4,0.59,Standard,228.34,3.5,Informatique,1
6703,60,H,fr,34,4,0.18,Standard,232.55,4.9,Informatique,1
6704,61,H,fr,3,6,0.05,Standard,160.25,4.3,Sport Senior,1
6705,66,F,fr,14,2,0.24,Standard,366.92,3.9,Club Voyage,1
6706,62,F,fr,3,1,0.07,Basic,135.63,4.2,Club Voyage,1
6707,65,F,fr,1,3,0.18,Basic,69.19,3.9,Yoga,1
6708,68,F,fr,2,2,0.1,Premium,433.98,4.7,Club Voyage,1
6709,75,F,fr,1,4,0.17,Standard,179.8,5.0,Informatique,1
6710,66,H,fr,21,1,0.18,Standard,264.17,5.0,Club Voyage,1
6711,73,F,fr,59,5,0.23,Standard,160.31,4.9,Aide à domicile,1
6712,75,H,de,35,1,0.09,Basic,83.3,4.1,Jardinage,1
6713,75,F,en,1,7,0.18,Standard,321.75,5.0,Jardinage,1
6714,69,F,fr,21,4,0.16,Basic,93.86,3.6,Yoga,1
6715,60,H,fr,5,3,0.12,Standard,171.01,4.6,Informatique,1
6716,70,F,en,2,3,0.14,Basic,51.46,4.5,Sport Senior,1
6717,73,F,fr,7,6,0.49,Standard,346.26,4.2,Informatique,1
6718,67,H,fr,9,1,0.11,Basic,91.28,4.4,Jardinage,1
6719,76,H,fr,8,1,0.06,Basic,72.29,3.8,Informatique,1
6720,72,F,fr,2,3,0.3,Basic,91.78,3.8,Yoga,1
6721,70,F,fr,34,2,0.23,Basic,67.92,4.3,Sport Senior,1
6722,73,H,fr,30,2,0.14,Basic,115.61,4.3,Informatique,1
6723,69,H,fr,15,3,0.1,Basic,78.55,5.0,Sport Senior,1
6724,60,H,de,4,3,0.17,Basic,71.85,5.0,Sport Senior,1
6725,65,F,de,14,4,0.06,Standard,220.18,4.5,Informatique,1
6726,73,H,en,3,2,0.2,Basic,59.81,4.5,Yoga,1
6727,63,H,fr,5,3,0.03,Basic,70.28,5.0,Sport Senior,1
6728,66,H,en,34,5,0.37,Premium,837.79,4.5,Club Voyage,1
6729,62,F,fr,1,1,0.25,Standard,260.0,4.8,Club Voyage,1
6730,76,H,fr,5,6,0.41,Standard,193.74,3.4,Informatique,1
6731,76,F,fr,8,4,0.03,Basic,98.23,5.0,Aide à domicile,1
6732,63,F,fr,22,2,0.04,Standard,241.32,4.8,Club Voyage,1
6733,68,H,fr,26,7,0.24,Standard,246.83,5.0,Informatique,1
6734,64,F,en,14,2,0.51,Basic,110.54,3.1,Informatique,1
6735,71,H,fr,6,2,0.33,Basic,85.2,3.2,Aide à domicile,1
6736,70,H,en,47,5,0.23,Standard,152.06,3.9,Informatique,1
6737,72,H,de,1,4,0.14,Standard,215.59,3.8,Jardinage,1
6738,69,F,fr,40,3,0.05,Basic,78.72,5.0,Sport Senior,1
6739,82,H,it,36,4,0.29,Basic,122.1,4.4,Aide à domicile,1
6740,62,H,fr,7,1,0.18,Standard,246.63,3.8,Club Voyage,1
6741,60,F,de,3,4,0.28,Basic,122.95,4.2,Sport Senior,1
6742,66,F,de,20,3,0.26,Basic,55.57,4.8,Sport Senior,1
6743,60,H,fr,14,3,0.54,Premium,789.17,4.0,Club Voyage,1
6744,60,F,fr,13,3,0.57,Standard,203.82,3.2,Informatique,1
6745,62,F,fr,21,4,0.12,Standard,194.38,4.9,Informatique,1
6746,63,F,fr,3,16,0.14,Standard,220.36,4.7,Portage repas,1
6747,63,F,fr,3,5,0.47,Basic,75.18,3.8,Sport Senior,1
6748,70,F,fr,29,3,0.05,Premium,495.12,4.6,Club Voyage,1
6749,65,H,fr,8,3,0.44,Basic,132.56,4.0,Informatique,1
6750,67,F,fr,14,4,0.21,Basic,105.06,3.7,Yoga,1
6751,72,H,it,5,6,0.11,Standard,307.69,4.8,Informatique,1
6752,64,F,fr,9,1,0.18,None,41.9,5.0,Sport Senior,0
6753,66,F,fr,4,4,0.41,Standard,193.8,3.2,Informatique,1
6754,69,H,fr,12,7,0.2,Standard,399.82,4.8,Informatique,1
6755,60,H,fr,3,4,0.07,Standard,195.75,5.0,Informatique,1
6756,60,H,fr,2,7,0.23,Basic,120.2,4.5,Sport Senior,1
6757,69,F,en,14,4,0.25,Standard,229.33,3.9,Informatique,1
6758,70,F,es,7,3,0.17,Standard,384.09,4.9,Club Voyage,1
6759,78,F,fr,24,4,0.15,Basic,98.96,5.0,Yoga,1
